fecha,valor_eur_mwh,concepto,tipo,variable_iseu,extraido_en
2025-03-02T21:15:00.000+01:00,121.69,Precio mercado spot,Precio mercado spot,Precio electricidad,2026-04-01T22:29:03
2025-03-02T21:30:00.000+01:00,121.69,Precio mercado spot,Precio mercado spot,Precio electricidad,2026-04-01T22:29:03
2025-03-02T21:45:00.000+01:00,121.69,Precio mercado spot,Precio mercado spot,Precio electricidad,2026-04-01T22:29:03
2025-03-02T22:00:00.000+01:00,91.5,Precio mercado spot,Precio mercado spot,Precio electricidad,2026-04-01T22:29:03
2025-03-02T22:15:00.000+01:00,91.5,Precio mercado spot,Precio mercado spot,Precio electricidad,2026-04-01T22:29:03
2025-03-02T22:30:00.000+01:00,91.5,Precio mercado spot,Precio mercado spot,Precio electricidad,2026-04-01T22:29:03
2025-03-02T22:45:00.000+01:00,91.5,Precio mercado spot,Precio mercado spot,Precio electricidad,2026-04-01T22:29:03
2025-03-02T23:00:00.000+01:00,79,Precio mercado spot,Precio mercado spot,Precio electricidad,2026-04-01T22:29:03
2025-03-02T23:15:00.000+01:00,79,Precio mercado spot,Precio mercado spot,Precio electricidad,2026-04-01T22:29:03
2025-03-02T23:30:00.000+01:00,79,Precio mercado spot,Precio mercado spot,Precio electricidad,2026-04-01T22:29:03
2025-03-02T23:45:00.000+01:00,79,Precio mercado spot,Precio mercado spot,Precio electricidad,2026-04-01T22:29:03
