source,dataset,variable,metric,geo,raw_file,rows,min_period,max_period
SEPE,sepe_paro,Paro registrado,Paro registrado municipal total,"ALCORISA, Teruel",api_clients\data\empleo\sepe_paro_raw.csv,12,2025-05,2026-04
SEPE,sepe_paro,Paro registrado,Paro registrado municipal total,"ALCOROCHES, Guadalajara",api_clients\data\empleo\sepe_paro_raw.csv,12,2025-05,2026-04
SEPE,sepe_paro,Paro registrado,Paro registrado municipal total,"ALCOVER, Tarragona",api_clients\data\empleo\sepe_paro_raw.csv,12,2025-05,2026-04
SEPE,sepe_paro,Paro registrado,Paro registrado municipal total,"ALCOY/ALCOI, Alicante",api_clients\data\empleo\sepe_paro_raw.csv,12,2025-05,2026-04
SEPE,sepe_paro,Paro registrado,Paro registrado municipal total,"ALCUBIERRE, Huesca",api_clients\data\empleo\sepe_paro_raw.csv,12,2025-05,2026-04
SEPE,sepe_paro,Paro registrado,Paro registrado municipal total,"ALCUBILLA DE AVELLANEDA, Soria",api_clients\data\empleo\sepe_paro_raw.csv,12,2025-05,2026-04
SEPE,sepe_paro,Paro registrado,Paro registrado municipal total,"ALCUBILLA DE LAS PEÑAS, Soria",api_clients\data\empleo\sepe_paro_raw.csv,12,2025-05,2026-04
SEPE,sepe_paro,Paro registrado,Paro registrado municipal total,"ALCUBILLA DE NOGALES, Zamora",api_clients\data\empleo\sepe_paro_raw.csv,12,2025-05,2026-04
SEPE,sepe_paro,Paro registrado,Paro registrado municipal total,"ALCUBILLAS, Ciudad Real",api_clients\data\empleo\sepe_paro_raw.csv,12,2025-05,2026-04
SEPE,sepe_paro,Paro registrado,Paro registrado municipal total,"ALCUBLAS, Valencia",api_clients\data\empleo\sepe_paro_raw.csv,12,2025-05,2026-04
SEPE,sepe_paro,Paro registrado,Paro registrado municipal total,"ALCUDIA DE CRESPINS, L', Valencia",api_clients\data\empleo\sepe_paro_raw.csv,12,2025-05,2026-04
SEPE,sepe_paro,Paro registrado,Paro registrado municipal total,"ALCUDIA DE MONTEAGUD, Almeria",api_clients\data\empleo\sepe_paro_raw.csv,12,2025-05,2026-04
SEPE,sepe_paro,Paro registrado,Paro registrado municipal total,"ALCUDIA DE VEO, Castellon",api_clients\data\empleo\sepe_paro_raw.csv,12,2025-05,2026-04
SEPE,sepe_paro,Paro registrado,Paro registrado municipal total,"ALCUDIA, L', Valencia",api_clients\data\empleo\sepe_paro_raw.csv,12,2025-05,2026-04
SEPE,sepe_paro,Paro registrado,Paro registrado municipal total,"ALCUESCAR, Caceres",api_clients\data\empleo\sepe_paro_raw.csv,12,2025-05,2026-04
SEPE,sepe_paro,Paro registrado,Paro registrado municipal total,"ALCÁZAR DE SAN JUAN, Ciudad Real",api_clients\data\empleo\sepe_paro_raw.csv,12,2025-05,2026-04
SEPE,sepe_paro,Paro registrado,Paro registrado municipal total,"ALDAIA, Valencia",api_clients\data\empleo\sepe_paro_raw.csv,12,2025-05,2026-04
SEPE,sepe_paro,Paro registrado,Paro registrado municipal total,"ALDEA DE SAN MIGUEL, Valladolid",api_clients\data\empleo\sepe_paro_raw.csv,12,2025-05,2026-04
SEPE,sepe_paro,Paro registrado,Paro registrado municipal total,"ALDEA DE SAN NICOLÁS, LA, Las Palmas",api_clients\data\empleo\sepe_paro_raw.csv,12,2025-05,2026-04
SEPE,sepe_paro,Paro registrado,Paro registrado municipal total,"ALDEA DEL CANO, Caceres",api_clients\data\empleo\sepe_paro_raw.csv,12,2025-05,2026-04
SEPE,sepe_paro,Paro registrado,Paro registrado municipal total,"ALDEA DEL FRESNO, Madrid",api_clients\data\empleo\sepe_paro_raw.csv,12,2025-05,2026-04
SEPE,sepe_paro,Paro registrado,Paro registrado municipal total,"ALDEA DEL OBISPO, LA, Caceres",api_clients\data\empleo\sepe_paro_raw.csv,12,2025-05,2026-04
SEPE,sepe_paro,Paro registrado,Paro registrado municipal total,"ALDEA DEL OBISPO, Salamanca",api_clients\data\empleo\sepe_paro_raw.csv,12,2025-05,2026-04
SEPE,sepe_paro,Paro registrado,Paro registrado municipal total,"ALDEA DEL REY, Ciudad Real",api_clients\data\empleo\sepe_paro_raw.csv,12,2025-05,2026-04
SEPE,sepe_paro,Paro registrado,Paro registrado municipal total,"ALDEA EN CABO, Toledo",api_clients\data\empleo\sepe_paro_raw.csv,12,2025-05,2026-04
SEPE,sepe_paro,Paro registrado,Paro registrado municipal total,"ALDEA REAL, Segovia",api_clients\data\empleo\sepe_paro_raw.csv,12,2025-05,2026-04
SEPE,sepe_paro,Paro registrado,Paro registrado municipal total,"ALDEA, L', Tarragona",api_clients\data\empleo\sepe_paro_raw.csv,12,2025-05,2026-04
SEPE,sepe_paro,Paro registrado,Paro registrado municipal total,"ALDEACENTENERA, Caceres",api_clients\data\empleo\sepe_paro_raw.csv,12,2025-05,2026-04
SEPE,sepe_paro,Paro registrado,Paro registrado municipal total,"ALDEACIPRESTE, Salamanca",api_clients\data\empleo\sepe_paro_raw.csv,12,2025-05,2026-04
SEPE,sepe_paro,Paro registrado,Paro registrado municipal total,"ALDEADAVILA DE LA RIBERA, Salamanca",api_clients\data\empleo\sepe_paro_raw.csv,12,2025-05,2026-04
SEPE,sepe_paro,Paro registrado,Paro registrado municipal total,"ALDEALENGUA DE PEDRAZA, Segovia",api_clients\data\empleo\sepe_paro_raw.csv,12,2025-05,2026-04
SEPE,sepe_paro,Paro registrado,Paro registrado municipal total,"ALDEALENGUA, Salamanca",api_clients\data\empleo\sepe_paro_raw.csv,12,2025-05,2026-04
SEPE,sepe_paro,Paro registrado,Paro registrado municipal total,"ALDEALSEÑOR, Soria",api_clients\data\empleo\sepe_paro_raw.csv,12,2025-05,2026-04
SEPE,sepe_paro,Paro registrado,Paro registrado municipal total,"ALDEAMAYOR DE SAN MARTIN, Valladolid",api_clients\data\empleo\sepe_paro_raw.csv,12,2025-05,2026-04
SEPE,sepe_paro,Paro registrado,Paro registrado municipal total,"ALDEANUEVA DE BARBARROYA, Toledo",api_clients\data\empleo\sepe_paro_raw.csv,12,2025-05,2026-04
SEPE,sepe_paro,Paro registrado,Paro registrado municipal total,"ALDEANUEVA DE EBRO, La Rioja",api_clients\data\empleo\sepe_paro_raw.csv,12,2025-05,2026-04
SEPE,sepe_paro,Paro registrado,Paro registrado municipal total,"ALDEANUEVA DE FIGUEROA, Salamanca",api_clients\data\empleo\sepe_paro_raw.csv,12,2025-05,2026-04
SEPE,sepe_paro,Paro registrado,Paro registrado municipal total,"ALDEANUEVA DE GUADALAJARA, Guadalajara",api_clients\data\empleo\sepe_paro_raw.csv,12,2025-05,2026-04
SEPE,sepe_paro,Paro registrado,Paro registrado municipal total,"ALDEANUEVA DE LA SIERRA, Salamanca",api_clients\data\empleo\sepe_paro_raw.csv,12,2025-05,2026-04
SEPE,sepe_paro,Paro registrado,Paro registrado municipal total,"ALDEANUEVA DE LA VERA, Caceres",api_clients\data\empleo\sepe_paro_raw.csv,12,2025-05,2026-04
SEPE,sepe_paro,Paro registrado,Paro registrado municipal total,"ALDEANUEVA DE SAN BARTOLOME, Toledo",api_clients\data\empleo\sepe_paro_raw.csv,12,2025-05,2026-04
SEPE,sepe_paro,Paro registrado,Paro registrado municipal total,"ALDEANUEVA DE SANTA CRUZ, Avila",api_clients\data\empleo\sepe_paro_raw.csv,12,2025-05,2026-04
SEPE,sepe_paro,Paro registrado,Paro registrado municipal total,"ALDEANUEVA DEL CAMINO, Caceres",api_clients\data\empleo\sepe_paro_raw.csv,12,2025-05,2026-04
SEPE,sepe_paro,Paro registrado,Paro registrado municipal total,"ALDEANUEVA DEL CODONAL, Segovia",api_clients\data\empleo\sepe_paro_raw.csv,12,2025-05,2026-04
SEPE,sepe_paro,Paro registrado,Paro registrado municipal total,"ALDEAQUEMADA, Jaen",api_clients\data\empleo\sepe_paro_raw.csv,12,2025-05,2026-04
SEPE,sepe_paro,Paro registrado,Paro registrado municipal total,"ALDEARRODRIGO, Salamanca",api_clients\data\empleo\sepe_paro_raw.csv,12,2025-05,2026-04
SEPE,sepe_paro,Paro registrado,Paro registrado municipal total,"ALDEARRUBIA, Salamanca",api_clients\data\empleo\sepe_paro_raw.csv,12,2025-05,2026-04
SEPE,sepe_paro,Paro registrado,Paro registrado municipal total,"ALDEASECA DE ALBA, Salamanca",api_clients\data\empleo\sepe_paro_raw.csv,12,2025-05,2026-04
SEPE,sepe_paro,Paro registrado,Paro registrado municipal total,"ALDEASECA DE LA FRONTERA, Salamanca",api_clients\data\empleo\sepe_paro_raw.csv,12,2025-05,2026-04
SEPE,sepe_paro,Paro registrado,Paro registrado municipal total,"ALDEASECA, Avila",api_clients\data\empleo\sepe_paro_raw.csv,12,2025-05,2026-04
SEPE,sepe_paro,Paro registrado,Paro registrado municipal total,"ALDEASOÑA, Segovia",api_clients\data\empleo\sepe_paro_raw.csv,12,2025-05,2026-04
SEPE,sepe_paro,Paro registrado,Paro registrado municipal total,"ALDEATEJADA, Salamanca",api_clients\data\empleo\sepe_paro_raw.csv,12,2025-05,2026-04
SEPE,sepe_paro,Paro registrado,Paro registrado municipal total,"ALDEAVIEJA DE TORMES, Salamanca",api_clients\data\empleo\sepe_paro_raw.csv,12,2025-05,2026-04
SEPE,sepe_paro,Paro registrado,Paro registrado municipal total,"ALDEHORNO, Segovia",api_clients\data\empleo\sepe_paro_raw.csv,12,2025-05,2026-04
SEPE,sepe_paro,Paro registrado,Paro registrado municipal total,"ALDEHUELA DE JERTE, Caceres",api_clients\data\empleo\sepe_paro_raw.csv,12,2025-05,2026-04
SEPE,sepe_paro,Paro registrado,Paro registrado municipal total,"ALDEHUELA DE LA BOVEDA, Salamanca",api_clients\data\empleo\sepe_paro_raw.csv,12,2025-05,2026-04
SEPE,sepe_paro,Paro registrado,Paro registrado municipal total,"ALDEHUELA DE LIESTOS, Zaragoza",api_clients\data\empleo\sepe_paro_raw.csv,12,2025-05,2026-04
SEPE,sepe_paro,Paro registrado,Paro registrado municipal total,"ALDEHUELA DE YELTES, Salamanca",api_clients\data\empleo\sepe_paro_raw.csv,12,2025-05,2026-04
SEPE,sepe_paro,Paro registrado,Paro registrado municipal total,"ALDEHUELA, LA, Avila",api_clients\data\empleo\sepe_paro_raw.csv,12,2025-05,2026-04
SEPE,sepe_paro,Paro registrado,Paro registrado municipal total,"ALDEIRE, Granada",api_clients\data\empleo\sepe_paro_raw.csv,12,2025-05,2026-04
SEPE,sepe_paro,Paro registrado,Paro registrado municipal total,"ALDEONTE, Segovia",api_clients\data\empleo\sepe_paro_raw.csv,12,2025-05,2026-04
SEPE,sepe_paro,Paro registrado,Paro registrado municipal total,"ALDOVER, Tarragona",api_clients\data\empleo\sepe_paro_raw.csv,12,2025-05,2026-04
SEPE,sepe_paro,Paro registrado,Paro registrado municipal total,"ALEDO, Murcia",api_clients\data\empleo\sepe_paro_raw.csv,12,2025-05,2026-04
SEPE,sepe_paro,Paro registrado,Paro registrado municipal total,"ALEGRIA-DULANTZI, Alava",api_clients\data\empleo\sepe_paro_raw.csv,12,2025-05,2026-04
SEPE,sepe_paro,Paro registrado,Paro registrado municipal total,"ALEIXAR, L', Tarragona",api_clients\data\empleo\sepe_paro_raw.csv,12,2025-05,2026-04
SEPE,sepe_paro,Paro registrado,Paro registrado municipal total,"ALELLA, Barcelona",api_clients\data\empleo\sepe_paro_raw.csv,12,2025-05,2026-04
SEPE,sepe_paro,Paro registrado,Paro registrado municipal total,"ALERRE, Huesca",api_clients\data\empleo\sepe_paro_raw.csv,12,2025-05,2026-04
SEPE,sepe_paro,Paro registrado,Paro registrado municipal total,"ALESANCO, La Rioja",api_clients\data\empleo\sepe_paro_raw.csv,12,2025-05,2026-04
SEPE,sepe_paro,Paro registrado,Paro registrado municipal total,"ALESON, La Rioja",api_clients\data\empleo\sepe_paro_raw.csv,12,2025-05,2026-04
SEPE,sepe_paro,Paro registrado,Paro registrado municipal total,"ALFACAR, Granada",api_clients\data\empleo\sepe_paro_raw.csv,12,2025-05,2026-04
SEPE,sepe_paro,Paro registrado,Paro registrado municipal total,"ALFAFAR, Valencia",api_clients\data\empleo\sepe_paro_raw.csv,12,2025-05,2026-04
SEPE,sepe_paro,Paro registrado,Paro registrado municipal total,"ALFAFARA, Alicante",api_clients\data\empleo\sepe_paro_raw.csv,12,2025-05,2026-04
SEPE,sepe_paro,Paro registrado,Paro registrado municipal total,"ALFAJARIN, Zaragoza",api_clients\data\empleo\sepe_paro_raw.csv,12,2025-05,2026-04
SEPE,sepe_paro,Paro registrado,Paro registrado municipal total,"ALFAMBRA, Teruel",api_clients\data\empleo\sepe_paro_raw.csv,12,2025-05,2026-04
SEPE,sepe_paro,Paro registrado,Paro registrado municipal total,"ALFAMEN, Zaragoza",api_clients\data\empleo\sepe_paro_raw.csv,12,2025-05,2026-04
SEPE,sepe_paro,Paro registrado,Paro registrado municipal total,"ALFANTEGA, Huesca",api_clients\data\empleo\sepe_paro_raw.csv,12,2025-05,2026-04
SEPE,sepe_paro,Paro registrado,Paro registrado municipal total,"ALFARA DE CARLES, Tarragona",api_clients\data\empleo\sepe_paro_raw.csv,12,2025-05,2026-04
SEPE,sepe_paro,Paro registrado,Paro registrado municipal total,"ALFARA DE LA BARONIA, Valencia",api_clients\data\empleo\sepe_paro_raw.csv,12,2025-05,2026-04
SEPE,sepe_paro,Paro registrado,Paro registrado municipal total,"ALFARA DEL PATRIARCA, Valencia",api_clients\data\empleo\sepe_paro_raw.csv,12,2025-05,2026-04
SEPE,sepe_paro,Paro registrado,Paro registrado municipal total,"ALFARAZ DE SAYAGO, Zamora",api_clients\data\empleo\sepe_paro_raw.csv,12,2025-05,2026-04
SEPE,sepe_paro,Paro registrado,Paro registrado municipal total,"ALFARNATE, Malaga",api_clients\data\empleo\sepe_paro_raw.csv,12,2025-05,2026-04
SEPE,sepe_paro,Paro registrado,Paro registrado municipal total,"ALFARNATEJO, Malaga",api_clients\data\empleo\sepe_paro_raw.csv,12,2025-05,2026-04
SEPE,sepe_paro,Paro registrado,Paro registrado municipal total,"ALFARO, La Rioja",api_clients\data\empleo\sepe_paro_raw.csv,12,2025-05,2026-04
SEPE,sepe_paro,Paro registrado,Paro registrado municipal total,"ALFARP, Valencia",api_clients\data\empleo\sepe_paro_raw.csv,12,2025-05,2026-04
SEPE,sepe_paro,Paro registrado,Paro registrado municipal total,"ALFARRAS, Lleida",api_clients\data\empleo\sepe_paro_raw.csv,12,2025-05,2026-04
SEPE,sepe_paro,Paro registrado,Paro registrado municipal total,"ALFARRASI, Valencia",api_clients\data\empleo\sepe_paro_raw.csv,12,2025-05,2026-04
SEPE,sepe_paro,Paro registrado,Paro registrado municipal total,"ALFAS DEL PI, L', Alicante",api_clients\data\empleo\sepe_paro_raw.csv,12,2025-05,2026-04
SEPE,sepe_paro,Paro registrado,Paro registrado municipal total,"ALFAUIR, Valencia",api_clients\data\empleo\sepe_paro_raw.csv,12,2025-05,2026-04
SEPE,sepe_paro,Paro registrado,Paro registrado municipal total,"ALFES, Lleida",api_clients\data\empleo\sepe_paro_raw.csv,12,2025-05,2026-04
SEPE,sepe_paro,Paro registrado,Paro registrado municipal total,"ALFONDEGUILLA, Castellon",api_clients\data\empleo\sepe_paro_raw.csv,12,2025-05,2026-04
SEPE,sepe_paro,Paro registrado,Paro registrado municipal total,"ALFORJA, Tarragona",api_clients\data\empleo\sepe_paro_raw.csv,12,2025-05,2026-04
SEPE,sepe_paro,Paro registrado,Paro registrado municipal total,"ALFORQUE, Zaragoza",api_clients\data\empleo\sepe_paro_raw.csv,12,2025-05,2026-04
SEPE,sepe_paro,Paro registrado,Paro registrado municipal total,"ALFOZ DE BRICIA, Burgos",api_clients\data\empleo\sepe_paro_raw.csv,12,2025-05,2026-04
SEPE,sepe_paro,Paro registrado,Paro registrado municipal total,"ALFOZ DE LLOREDO, Cantabria",api_clients\data\empleo\sepe_paro_raw.csv,12,2025-05,2026-04
SEPE,sepe_paro,Paro registrado,Paro registrado municipal total,"ALFOZ DE QUINTANADUEÑAS, Burgos",api_clients\data\empleo\sepe_paro_raw.csv,12,2025-05,2026-04
SEPE,sepe_paro,Paro registrado,Paro registrado municipal total,"ALFOZ DE SANTA GADEA, Burgos",api_clients\data\empleo\sepe_paro_raw.csv,12,2025-05,2026-04
SEPE,sepe_paro,Paro registrado,Paro registrado municipal total,"ALFOZ, Lugo",api_clients\data\empleo\sepe_paro_raw.csv,12,2025-05,2026-04
SEPE,sepe_paro,Paro registrado,Paro registrado municipal total,"ALGABA, LA, Sevilla",api_clients\data\empleo\sepe_paro_raw.csv,12,2025-05,2026-04
SEPE,sepe_paro,Paro registrado,Paro registrado municipal total,"ALGADEFE, Leon",api_clients\data\empleo\sepe_paro_raw.csv,12,2025-05,2026-04
SEPE,sepe_paro,Paro registrado,Paro registrado municipal total,"ALGAMITAS, Sevilla",api_clients\data\empleo\sepe_paro_raw.csv,12,2025-05,2026-04
SEPE,sepe_paro,Paro registrado,Paro registrado municipal total,"ALGAR DE MESA, Guadalajara",api_clients\data\empleo\sepe_paro_raw.csv,12,2025-05,2026-04
SEPE,sepe_paro,Paro registrado,Paro registrado municipal total,"ALGAR DE PALANCIA, Valencia",api_clients\data\empleo\sepe_paro_raw.csv,12,2025-05,2026-04
SEPE,sepe_paro,Paro registrado,Paro registrado municipal total,"ALGAR, Cadiz",api_clients\data\empleo\sepe_paro_raw.csv,12,2025-05,2026-04
SEPE,sepe_paro,Paro registrado,Paro registrado municipal total,"ALGARINEJO, Granada",api_clients\data\empleo\sepe_paro_raw.csv,12,2025-05,2026-04
SEPE,sepe_paro,Paro registrado,Paro registrado municipal total,"ALGARROBO, Malaga",api_clients\data\empleo\sepe_paro_raw.csv,12,2025-05,2026-04
SEPE,sepe_paro,Paro registrado,Paro registrado municipal total,"ALGATOCIN, Malaga",api_clients\data\empleo\sepe_paro_raw.csv,12,2025-05,2026-04
SEPE,sepe_paro,Paro registrado,Paro registrado municipal total,"ALGECIRAS, Cadiz",api_clients\data\empleo\sepe_paro_raw.csv,12,2025-05,2026-04
SEPE,sepe_paro,Paro registrado,Paro registrado municipal total,"ALGEMESI, Valencia",api_clients\data\empleo\sepe_paro_raw.csv,12,2025-05,2026-04
SEPE,sepe_paro,Paro registrado,Paro registrado municipal total,"ALGERRI, Lleida",api_clients\data\empleo\sepe_paro_raw.csv,12,2025-05,2026-04
SEPE,sepe_paro,Paro registrado,Paro registrado municipal total,"ALGETE, Madrid",api_clients\data\empleo\sepe_paro_raw.csv,12,2025-05,2026-04
SEPE,sepe_paro,Paro registrado,Paro registrado municipal total,"ALGIMIA DE ALFARA, Valencia",api_clients\data\empleo\sepe_paro_raw.csv,12,2025-05,2026-04
SEPE,sepe_paro,Paro registrado,Paro registrado municipal total,"ALGIMIA DE ALMONACID, Castellon",api_clients\data\empleo\sepe_paro_raw.csv,12,2025-05,2026-04
SEPE,sepe_paro,Paro registrado,Paro registrado municipal total,"ALGINET, Valencia",api_clients\data\empleo\sepe_paro_raw.csv,12,2025-05,2026-04
SEPE,sepe_paro,Paro registrado,Paro registrado municipal total,"ALGODONALES, Cadiz",api_clients\data\empleo\sepe_paro_raw.csv,12,2025-05,2026-04
SEPE,sepe_paro,Paro registrado,Paro registrado municipal total,"ALGODRE, Zamora",api_clients\data\empleo\sepe_paro_raw.csv,12,2025-05,2026-04
SEPE,sepe_paro,Paro registrado,Paro registrado municipal total,"ALGORA, Guadalajara",api_clients\data\empleo\sepe_paro_raw.csv,12,2025-05,2026-04
SEPE,sepe_paro,Paro registrado,Paro registrado municipal total,"ALGORFA, Alicante",api_clients\data\empleo\sepe_paro_raw.csv,12,2025-05,2026-04
SEPE,sepe_paro,Paro registrado,Paro registrado municipal total,"ALGUAIRE, Lleida",api_clients\data\empleo\sepe_paro_raw.csv,12,2025-05,2026-04
SEPE,sepe_paro,Paro registrado,Paro registrado municipal total,"ALGUAZAS, Murcia",api_clients\data\empleo\sepe_paro_raw.csv,12,2025-05,2026-04
SEPE,sepe_paro,Paro registrado,Paro registrado municipal total,"ALGUEÑA, Alicante",api_clients\data\empleo\sepe_paro_raw.csv,12,2025-05,2026-04
SEPE,sepe_paro,Paro registrado,Paro registrado municipal total,"ALHABIA, Almeria",api_clients\data\empleo\sepe_paro_raw.csv,12,2025-05,2026-04
SEPE,sepe_paro,Paro registrado,Paro registrado municipal total,"ALHAMA DE ALMERIA, Almeria",api_clients\data\empleo\sepe_paro_raw.csv,12,2025-05,2026-04
SEPE,sepe_paro,Paro registrado,Paro registrado municipal total,"ALHAMA DE ARAGON, Zaragoza",api_clients\data\empleo\sepe_paro_raw.csv,12,2025-05,2026-04
SEPE,sepe_paro,Paro registrado,Paro registrado municipal total,"ALHAMA DE GRANADA, Granada",api_clients\data\empleo\sepe_paro_raw.csv,12,2025-05,2026-04
SEPE,sepe_paro,Paro registrado,Paro registrado municipal total,"ALHAMA DE MURCIA, Murcia",api_clients\data\empleo\sepe_paro_raw.csv,12,2025-05,2026-04
SEPE,sepe_paro,Paro registrado,Paro registrado municipal total,"ALHAMBRA, Ciudad Real",api_clients\data\empleo\sepe_paro_raw.csv,12,2025-05,2026-04
SEPE,sepe_paro,Paro registrado,Paro registrado municipal total,"ALHAURIN DE LA TORRE, Malaga",api_clients\data\empleo\sepe_paro_raw.csv,12,2025-05,2026-04
SEPE,sepe_paro,Paro registrado,Paro registrado municipal total,"ALHAURIN EL GRANDE, Malaga",api_clients\data\empleo\sepe_paro_raw.csv,12,2025-05,2026-04
SEPE,sepe_paro,Paro registrado,Paro registrado municipal total,"ALHENDIN, Granada",api_clients\data\empleo\sepe_paro_raw.csv,12,2025-05,2026-04
SEPE,sepe_paro,Paro registrado,Paro registrado municipal total,"ALHONDIGA, Guadalajara",api_clients\data\empleo\sepe_paro_raw.csv,12,2025-05,2026-04
SEPE,sepe_paro,Paro registrado,Paro registrado municipal total,"ALIA, Caceres",api_clients\data\empleo\sepe_paro_raw.csv,12,2025-05,2026-04
SEPE,sepe_paro,Paro registrado,Paro registrado municipal total,"ALIAGA, Teruel",api_clients\data\empleo\sepe_paro_raw.csv,12,2025-05,2026-04
SEPE,sepe_paro,Paro registrado,Paro registrado municipal total,"ALIAGUILLA, Cuenca",api_clients\data\empleo\sepe_paro_raw.csv,12,2025-05,2026-04
SEPE,sepe_paro,Paro registrado,Paro registrado municipal total,"ALICANTE/ALACANT, Alicante",api_clients\data\empleo\sepe_paro_raw.csv,12,2025-05,2026-04
SEPE,sepe_paro,Paro registrado,Paro registrado municipal total,"ALICUN DE ORTEGA, Granada",api_clients\data\empleo\sepe_paro_raw.csv,12,2025-05,2026-04
SEPE,sepe_paro,Paro registrado,Paro registrado municipal total,"ALICUN, Almeria",api_clients\data\empleo\sepe_paro_raw.csv,12,2025-05,2026-04
SEPE,sepe_paro,Paro registrado,Paro registrado municipal total,"ALIJA DEL INFANTADO, Leon",api_clients\data\empleo\sepe_paro_raw.csv,12,2025-05,2026-04
SEPE,sepe_paro,Paro registrado,Paro registrado municipal total,"ALINS, Lleida",api_clients\data\empleo\sepe_paro_raw.csv,12,2025-05,2026-04
SEPE,sepe_paro,Paro registrado,Paro registrado municipal total,"ALIO, Tarragona",api_clients\data\empleo\sepe_paro_raw.csv,12,2025-05,2026-04
SEPE,sepe_paro,Paro registrado,Paro registrado municipal total,"ALIQUE, Guadalajara",api_clients\data\empleo\sepe_paro_raw.csv,12,2025-05,2026-04
SEPE,sepe_paro,Paro registrado,Paro registrado municipal total,"ALISEDA, Caceres",api_clients\data\empleo\sepe_paro_raw.csv,12,2025-05,2026-04
SEPE,sepe_paro,Paro registrado,Paro registrado municipal total,"ALJARAQUE, Huelva",api_clients\data\empleo\sepe_paro_raw.csv,12,2025-05,2026-04
SEPE,sepe_paro,Paro registrado,Paro registrado municipal total,"ALJUCEN, Badajoz",api_clients\data\empleo\sepe_paro_raw.csv,12,2025-05,2026-04
SEPE,sepe_paro,Paro registrado,Paro registrado municipal total,"ALLANDE, Asturias",api_clients\data\empleo\sepe_paro_raw.csv,12,2025-05,2026-04
SEPE,sepe_paro,Paro registrado,Paro registrado municipal total,"ALLARIZ, Ourense",api_clients\data\empleo\sepe_paro_raw.csv,12,2025-05,2026-04
SEPE,sepe_paro,Paro registrado,Paro registrado municipal total,"ALLEPUZ, Teruel",api_clients\data\empleo\sepe_paro_raw.csv,12,2025-05,2026-04
SEPE,sepe_paro,Paro registrado,Paro registrado municipal total,"ALLER, Asturias",api_clients\data\empleo\sepe_paro_raw.csv,12,2025-05,2026-04
SEPE,sepe_paro,Paro registrado,Paro registrado municipal total,"ALLIN, Navarra",api_clients\data\empleo\sepe_paro_raw.csv,12,2025-05,2026-04
SEPE,sepe_paro,Paro registrado,Paro registrado municipal total,"ALLO, Navarra",api_clients\data\empleo\sepe_paro_raw.csv,12,2025-05,2026-04
SEPE,sepe_paro,Paro registrado,Paro registrado municipal total,"ALLOZA, Teruel",api_clients\data\empleo\sepe_paro_raw.csv,12,2025-05,2026-04
SEPE,sepe_paro,Paro registrado,Paro registrado municipal total,"ALMACELLES, Lleida",api_clients\data\empleo\sepe_paro_raw.csv,12,2025-05,2026-04
SEPE,sepe_paro,Paro registrado,Paro registrado municipal total,"ALMACHAR, Malaga",api_clients\data\empleo\sepe_paro_raw.csv,12,2025-05,2026-04
SEPE,sepe_paro,Paro registrado,Paro registrado municipal total,"ALMADEN DE LA PLATA, Sevilla",api_clients\data\empleo\sepe_paro_raw.csv,12,2025-05,2026-04
SEPE,sepe_paro,Paro registrado,Paro registrado municipal total,"ALMADEN, Ciudad Real",api_clients\data\empleo\sepe_paro_raw.csv,12,2025-05,2026-04
SEPE,sepe_paro,Paro registrado,Paro registrado municipal total,"ALMADENEJOS, Ciudad Real",api_clients\data\empleo\sepe_paro_raw.csv,12,2025-05,2026-04
SEPE,sepe_paro,Paro registrado,Paro registrado municipal total,"ALMADRONES, Guadalajara",api_clients\data\empleo\sepe_paro_raw.csv,12,2025-05,2026-04
SEPE,sepe_paro,Paro registrado,Paro registrado municipal total,"ALMAGRO, Ciudad Real",api_clients\data\empleo\sepe_paro_raw.csv,12,2025-05,2026-04
SEPE,sepe_paro,Paro registrado,Paro registrado municipal total,"ALMAJANO, Soria",api_clients\data\empleo\sepe_paro_raw.csv,12,2025-05,2026-04
SEPE,sepe_paro,Paro registrado,Paro registrado municipal total,"ALMALUEZ, Soria",api_clients\data\empleo\sepe_paro_raw.csv,12,2025-05,2026-04
SEPE,sepe_paro,Paro registrado,Paro registrado municipal total,"ALMANZA, Leon",api_clients\data\empleo\sepe_paro_raw.csv,12,2025-05,2026-04
SEPE,sepe_paro,Paro registrado,Paro registrado municipal total,"ALMARAZ DE DUERO, Zamora",api_clients\data\empleo\sepe_paro_raw.csv,12,2025-05,2026-04
SEPE,sepe_paro,Paro registrado,Paro registrado municipal total,"ALMARAZ, Caceres",api_clients\data\empleo\sepe_paro_raw.csv,12,2025-05,2026-04
SEPE,sepe_paro,Paro registrado,Paro registrado municipal total,"ALMARCHA, LA, Cuenca",api_clients\data\empleo\sepe_paro_raw.csv,12,2025-05,2026-04
SEPE,sepe_paro,Paro registrado,Paro registrado municipal total,"ALMARGEN, Malaga",api_clients\data\empleo\sepe_paro_raw.csv,12,2025-05,2026-04
SEPE,sepe_paro,Paro registrado,Paro registrado municipal total,"ALMARZA DE CAMEROS, La Rioja",api_clients\data\empleo\sepe_paro_raw.csv,12,2025-05,2026-04
SEPE,sepe_paro,Paro registrado,Paro registrado municipal total,"ALMARZA, Soria",api_clients\data\empleo\sepe_paro_raw.csv,12,2025-05,2026-04
SEPE,sepe_paro,Paro registrado,Paro registrado municipal total,"ALMASSERA, Valencia",api_clients\data\empleo\sepe_paro_raw.csv,12,2025-05,2026-04
