dataset,column,non_null,nulls,null_pct,unique,numeric_non_null,key_like,recommended_action,reason,sample
bcn_licencias_limpio.csv,data_revisio,44000,0,0.0,292,0,True,conservar,Nulidad manejable o columna relevante.,2023-05-16T00:00:00 | 2023-03-13T00:00:00 | 2023-07-05T00:00:00
bcn_licencias_limpio.csv,dataset_key,44000,0,0.0,1,0,True,conservar,Nulidad manejable o columna relevante.,bcn_licencias | bcn_licencias | bcn_licencias
bcn_licencias_limpio.csv,direccio_unica,44000,0,0.0,43885,0,False,conservar,Nulidad manejable o columna relevante.,"142504, 84-88, LOC 30 | 350308, 640-640, LOC 10 | 028000, 90-90, LOC 10"
bcn_licencias_limpio.csv,extraido_en,44000,0,0.0,1,0,True,conservar,Nulidad manejable o columna relevante.,2026-05-14T00:49:51 | 2026-05-14T00:49:51 | 2026-05-14T00:49:51
bcn_licencias_limpio.csv,id,44000,0,0.0,44000,44000,True,conservar,Nulidad manejable o columna relevante.,1 | 2 | 3
bcn_licencias_limpio.csv,id_global,44000,0,0.0,44000,0,True,conservar,Nulidad manejable o columna relevante.,5f158100-c0b8-45e2-8137-0294791bcbcf | 03a89603-7bb5-423f-b8b5-27c0e2f3b17b | aad63dad-4969-4eff-88cc-514e9e959edd
bcn_licencias_limpio.csv,latitud,44000,0,0.0,31603,44000,True,conservar,Nulidad manejable o columna relevante.,41.372246684 | 41.411501806 | 41.401005443
bcn_licencias_limpio.csv,longitud,44000,0,0.0,31225,44000,True,conservar,Nulidad manejable o columna relevante.,2.141149789 | 2.188547105 | 2.150384635
bcn_licencias_limpio.csv,nom_activitat,44000,0,0.0,78,0,False,conservar,Nulidad manejable o columna relevante.,Locals buits en venda i lloguer | Locals buits en venda i lloguer | Locals buits en lloguer
bcn_licencias_limpio.csv,nom_barri,44000,0,0.0,72,0,True,conservar,Nulidad manejable o columna relevante.,la Bordeta | el Clot | el Putxet i el Farró
bcn_licencias_limpio.csv,nom_districte,44000,0,0.0,10,0,True,conservar,Nulidad manejable o columna relevante.,Sants-Montjuïc | Sant Martí | Sarrià-Sant Gervasi
bcn_licencias_limpio.csv,nom_grup_activitat,44000,0,0.0,16,0,False,conservar,Nulidad manejable o columna relevante.,Grup no definit | Grup no definit | Grup no definit
bcn_licencias_limpio.csv,nom_local,44000,0,0.0,32436,70,False,conservar,Nulidad manejable o columna relevante.,SN | SN | SN
bcn_licencias_limpio.csv,nom_principal_activitat,44000,0,0.0,2,0,False,conservar,Nulidad manejable o columna relevante.,Sense activitat Econòmica | Sense activitat Econòmica | Sense activitat Econòmica
bcn_licencias_limpio.csv,nom_sector_activitat,44000,0,0.0,7,0,False,conservar,Nulidad manejable o columna relevante.,Locals buits en venda i lloguer | Locals buits en venda i lloguer | Locals buits en lloguer
bcn_licencias_limpio.csv,nom_via,44000,0,0.0,2131,0,False,conservar,Nulidad manejable o columna relevante.,GAIARRE | VALÈNCIA | VIA AUGUSTA
bcn_licencias_limpio.csv,num_policia_inicial,44000,0,0.0,875,44000,False,conservar,Nulidad manejable o columna relevante.,84 | 640 | 90
bcn_licencias_limpio.csv,planta,44000,0,0.0,1,0,False,revisar_constante,Columna casi constante; puede no aportar variabilidad.,LOC | LOC | LOC
bcn_licencias_limpio.csv,referencia_cadastral,44000,0,0.0,25564,0,False,conservar,Nulidad manejable o columna relevante.,8206307DF2880E | 2249707DF3824G | 9038702DF2893G
bcn_licencias_limpio.csv,seccio_censal,44000,0,0.0,180,44000,False,conservar,Nulidad manejable o columna relevante.,57 | 26 | 81
bcn_licencias_limpio.csv,sn_carrer,44000,0,0.0,2,0,False,conservar,Nulidad manejable o columna relevante.,Si | Si | Si
bcn_licencias_limpio.csv,sn_ccomercial,44000,0,0.0,2,0,False,conservar,Nulidad manejable o columna relevante.,No | No | No
bcn_licencias_limpio.csv,sn_coworking,44000,0,0.0,2,0,False,conservar,Nulidad manejable o columna relevante.,No | No | No
bcn_licencias_limpio.csv,sn_eix,44000,0,0.0,2,0,False,conservar,Nulidad manejable o columna relevante.,No | Si | No
bcn_licencias_limpio.csv,sn_galeria,44000,0,0.0,2,0,False,conservar,Nulidad manejable o columna relevante.,No | No | No
bcn_licencias_limpio.csv,sn_mercat,44000,0,0.0,2,0,False,conservar,Nulidad manejable o columna relevante.,No | No | No
