dataset,column,non_null,nulls,null_pct,unique,numeric_non_null,key_like,recommended_action,reason,sample
bcn_poblacion_limpio.csv,dataset_key,2136,0,0.0,1,0,True,conservar,Nulidad manejable o columna relevante.,bcn_poblacion | bcn_poblacion | bcn_poblacion
bcn_poblacion_limpio.csv,extraido_en,2136,0,0.0,1,0,True,conservar,Nulidad manejable o columna relevante.,2026-05-14T00:50:08 | 2026-05-14T00:50:08 | 2026-05-14T00:50:08
bcn_poblacion_limpio.csv,id,2136,0,0.0,2136,2136,True,conservar,Nulidad manejable o columna relevante.,1 | 2 | 3
bcn_poblacion_limpio.csv,nom_barri,2136,0,0.0,73,0,True,conservar,Nulidad manejable o columna relevante.,el Raval | el Raval | el Raval
bcn_poblacion_limpio.csv,nom_districte,2136,0,0.0,10,0,True,conservar,Nulidad manejable o columna relevante.,Ciutat Vella | Ciutat Vella | Ciutat Vella
bcn_poblacion_limpio.csv,seccio_censal,2136,0,0.0,1068,2136,False,conservar,Nulidad manejable o columna relevante.,1001 | 1001 | 1002
bcn_poblacion_limpio.csv,sexe,2136,0,0.0,2,2136,False,conservar,Nulidad manejable o columna relevante.,1 | 2 | 1
bcn_poblacion_limpio.csv,valor,2136,0,0.0,722,2136,True,conservar,Nulidad manejable o columna relevante.,678 | 741 | 636
bcn_poblacion_limpio.csv,variable_iseu,2136,0,0.0,1,0,True,conservar,Nulidad manejable o columna relevante.,Población distritos | Población distritos | Población distritos
bcn_seguridad_limpio.csv,codi_barri,8072,0,0.0,73,8072,True,conservar,Nulidad manejable o columna relevante.,1 | 1 | 1
bcn_seguridad_limpio.csv,codi_carrer,8072,0,0.0,1036,8072,True,conservar,Nulidad manejable o columna relevante.,198804 | 254803 | 254803
bcn_seguridad_limpio.csv,codi_districte,8072,0,0.0,10,8072,True,conservar,Nulidad manejable o columna relevante.,1 | 1 | 1
bcn_seguridad_limpio.csv,coordenada_utm_x_ed50,8072,0,0.0,4993,8072,True,conservar,Nulidad manejable o columna relevante.,430843.618 | 430453.561 | 430453.561
bcn_seguridad_limpio.csv,coordenada_utm_y_ed50,8072,0,0.0,4995,8072,True,conservar,Nulidad manejable o columna relevante.,4580926.531 | 4581623.91 | 4581623.91
bcn_seguridad_limpio.csv,dataset_key,8072,0,0.0,1,0,True,conservar,Nulidad manejable o columna relevante.,bcn_seguridad | bcn_seguridad | bcn_seguridad
bcn_seguridad_limpio.csv,descripcio_dia_setmana,8072,0,0.0,7,0,False,conservar,Nulidad manejable o columna relevante.,Diumenge | Dijous | Dijous
bcn_seguridad_limpio.csv,descripcio_torn,8072,0,0.0,3,0,False,conservar,Nulidad manejable o columna relevante.,Tarda | Nit | Nit
bcn_seguridad_limpio.csv,dia_mes,8072,0,0.0,31,8072,True,conservar,Nulidad manejable o columna relevante.,5 | 9 | 9
bcn_seguridad_limpio.csv,extraido_en,8072,0,0.0,1,0,True,conservar,Nulidad manejable o columna relevante.,2026-05-14T00:50:01 | 2026-05-14T00:50:01 | 2026-05-14T00:50:01
bcn_seguridad_limpio.csv,hora_dia,8072,0,0.0,24,8072,False,conservar,Nulidad manejable o columna relevante.,14 | 23 | 23
bcn_seguridad_limpio.csv,id,8072,0,0.0,8072,8072,True,conservar,Nulidad manejable o columna relevante.,1 | 2 | 3
bcn_seguridad_limpio.csv,latitud_wgs84,8072,0,0.0,4996,8072,True,conservar,Nulidad manejable o columna relevante.,41.37503971 | 41.38128717 | 41.38128717
bcn_seguridad_limpio.csv,longitud_wgs84,8072,0,0.0,4991,8072,True,conservar,Nulidad manejable o columna relevante.,2.17187632 | 2.16713227 | 2.16713227
bcn_seguridad_limpio.csv,mes_any,8072,0,0.0,12,8072,True,conservar,Nulidad manejable o columna relevante.,1 | 1 | 1
bcn_seguridad_limpio.csv,nk_any,8072,0,0.0,1,8072,True,conservar,Nulidad manejable o columna relevante.,2025 | 2025 | 2025
bcn_seguridad_limpio.csv,nom_barri,8072,0,0.0,73,0,True,conservar,Nulidad manejable o columna relevante.,el Raval | el Raval | el Raval
bcn_seguridad_limpio.csv,nom_carrer,8072,0,0.0,1004,0,False,conservar,Nulidad manejable o columna relevante.,Paral·lel | Peu de la Creu | Peu de la Creu
bcn_seguridad_limpio.csv,nom_districte,8072,0,0.0,10,0,True,conservar,Nulidad manejable o columna relevante.,Ciutat Vella | Ciutat Vella | Ciutat Vella
bcn_seguridad_limpio.csv,nom_mes,8072,0,0.0,12,0,True,conservar,Nulidad manejable o columna relevante.,Gener | Gener | Gener
bcn_seguridad_limpio.csv,numero_expedient,8072,0,0.0,7741,0,False,conservar,Nulidad manejable o columna relevante.,2025S000065 | 2025S000133 | 2025S000133
bcn_seguridad_limpio.csv,variable_iseu,8072,0,0.0,1,0,True,conservar,Nulidad manejable o columna relevante.,Seguridad ciudadana | Seguridad ciudadana | Seguridad ciudadana
bcn_transporte_limpio.csv,codi_tarifa,27,0,0.0,27,0,True,conservar,Nulidad manejable o columna relevante.,A | B | C
bcn_transporte_limpio.csv,dataset_key,27,0,0.0,1,0,True,conservar,Nulidad manejable o columna relevante.,bcn_transporte | bcn_transporte | bcn_transporte
bcn_transporte_limpio.csv,desc_curta,27,0,0.0,24,0,False,conservar,Nulidad manejable o columna relevante.,"2,50 E/h <= 2h | 2,25 E/h <= 2h | 1,96 E/h <= 3h"
bcn_transporte_limpio.csv,descripcio,27,0,0.0,24,0,False,conservar,Nulidad manejable o columna relevante.,"2,50 euros/hora Temp.max Est. 2 hores | 2,25 euros/hora Temp.max Est. 2 hores | 1,96 euros/hora Temp.max Est. 3 hores"
bcn_transporte_limpio.csv,extraido_en,27,0,0.0,1,0,True,conservar,Nulidad manejable o columna relevante.,2026-05-14T00:50:04 | 2026-05-14T00:50:04 | 2026-05-14T00:50:04
bcn_transporte_limpio.csv,id,27,0,0.0,27,27,True,conservar,Nulidad manejable o columna relevante.,1 | 2 | 3
bcn_transporte_limpio.csv,id_tarifa,27,0,0.0,27,27,True,conservar,Nulidad manejable o columna relevante.,46 | 47 | 48
bcn_transporte_limpio.csv,id_tipus_configuracio,27,0,0.0,8,27,True,conservar,Nulidad manejable o columna relevante.,1 | 1 | 1
bcn_transporte_limpio.csv,id_tipus_tarifa,27,0,0.0,8,27,True,conservar,Nulidad manejable o columna relevante.,1 | 1 | 1
bcn_transporte_limpio.csv,import_fraccio,27,0,0.0,15,27,True,conservar,Nulidad manejable o columna relevante.,2.5 | 2.25 | 1.96
bcn_transporte_limpio.csv,import_maxim,27,0,0.0,19,27,True,conservar,Nulidad manejable o columna relevante.,5.0 | 4.5 | 5.88
bcn_transporte_limpio.csv,temps_maxim,27,0,0.0,9,27,False,conservar,Nulidad manejable o columna relevante.,2 | 2 | 3
bcn_transporte_limpio.csv,temps_minim,27,0,0.0,2,27,False,conservar,Nulidad manejable o columna relevante.,0 | 0 | 0
bcn_transporte_limpio.csv,tipus_fraccio,27,0,0.0,3,27,False,conservar,Nulidad manejable o columna relevante.,1 | 1 | 1
bcn_transporte_limpio.csv,variable_iseu,27,0,0.0,1,0,True,conservar,Nulidad manejable o columna relevante.,Coste movilidad urbana | Coste movilidad urbana | Coste movilidad urbana
bcn_turismo_limpio.csv,addresses_district_id,446,0,0.0,10,446,True,conservar,Nulidad manejable o columna relevante.,4 | 2 | 5
bcn_turismo_limpio.csv,addresses_district_name,446,0,0.0,10,0,False,conservar,Nulidad manejable o columna relevante.,Les Corts | Eixample | Sarrià-Sant Gervasi
bcn_turismo_limpio.csv,addresses_main_address,446,0,0.0,1,446,False,conservar,Nulidad manejable o columna relevante.,True | True | True
bcn_turismo_limpio.csv,addresses_neighborhood_id,446,0,0.0,45,446,True,conservar,Nulidad manejable o columna relevante.,19 | 7 | 27
bcn_turismo_limpio.csv,addresses_neighborhood_name,446,0,0.0,45,0,False,conservar,Nulidad manejable o columna relevante.,les Corts | la Dreta de l'Eixample | el Putxet i el Farró
bcn_turismo_limpio.csv,addresses_road_id,446,0,0.0,211,446,True,conservar,Nulidad manejable o columna relevante.,180900 | 74506 | 179708
bcn_turismo_limpio.csv,addresses_road_name,446,0,0.0,250,0,False,conservar,Nulidad manejable o columna relevante.,C Loreto | Rbla Catalunya | Carrer de Lincoln
bcn_turismo_limpio.csv,addresses_town,446,0,0.0,2,0,False,conservar,Nulidad manejable o columna relevante.,BARCELONA | BARCELONA | Barcelona
bcn_turismo_limpio.csv,addresses_zip_code,446,0,0.0,38,446,False,conservar,Nulidad manejable o columna relevante.,8029 | 8008 | 8006
bcn_turismo_limpio.csv,created,446,0,0.0,312,0,False,conservar,Nulidad manejable o columna relevante.,1996-09-18T00:00:00 | 1996-09-18T00:00:00 | 1996-09-18T00:00:00
bcn_turismo_limpio.csv,dataset_key,446,0,0.0,1,0,True,conservar,Nulidad manejable o columna relevante.,bcn_turismo | bcn_turismo | bcn_turismo
bcn_turismo_limpio.csv,extraido_en,446,0,0.0,1,0,True,conservar,Nulidad manejable o columna relevante.,2026-05-14T00:49:19 | 2026-05-14T00:49:19 | 2026-05-14T00:49:19
bcn_turismo_limpio.csv,geo_epgs_25831_x,446,0,0.0,440,446,True,conservar,Nulidad manejable o columna relevante.,428266.13815732615 | 429958.1546589917 | 428807.379
bcn_turismo_limpio.csv,geo_epgs_25831_y,446,0,0.0,440,446,True,conservar,Nulidad manejable o columna relevante.,4582385.377463384 | 4582638.782345727 | 4583689.236
bcn_turismo_limpio.csv,geo_epgs_4326_lat,446,0,0.0,440,446,True,conservar,Nulidad manejable o columna relevante.,41.38980186410714 | 41.39223331674776 | 41.40159331152714
bcn_turismo_limpio.csv,geo_epgs_4326_lon,446,0,0.0,440,446,True,conservar,Nulidad manejable o columna relevante.,2.141985641711951 | 2.162192579213957 | 2.148305485811022
bcn_turismo_limpio.csv,id,446,0,0.0,446,446,True,conservar,Nulidad manejable o columna relevante.,1 | 2 | 3
bcn_turismo_limpio.csv,modified,446,0,0.0,446,0,False,conservar,Nulidad manejable o columna relevante.,2023-10-03T10:44:21.390375 | 2023-10-03T10:17:19.153238 | 2026-04-30T11:02:13.257447
bcn_turismo_limpio.csv,name,446,0,0.0,446,0,False,conservar,Nulidad manejable o columna relevante.,Hotel Derby - HB-002794 | HCC Hotel Regente - HB-002057 | Aparthotel Augusta - HB-003712
bcn_turismo_limpio.csv,register_id,446,0,0.0,446,0,True,conservar,Nulidad manejable o columna relevante.,﻿75990076583 | ﻿75990281450 | ﻿75990075998
bcn_turismo_limpio.csv,secondary_filters_asia_id,446,0,0.0,5,446,True,conservar,Nulidad manejable o columna relevante.,65103001000001 | 65103001000001 | 65103001000002
bcn_turismo_limpio.csv,secondary_filters_fullpath,446,0,0.0,5,0,False,conservar,Nulidad manejable o columna relevante.,Planol BCN >> Allotjament >> Hotels >> Hotels 4 estr. | Planol BCN >> Allotjament >> Hotels >> Hotels 4 estr. | Planol BCN >> Allotjament >> Hotels >> Hotels 3 estr.
bcn_turismo_limpio.csv,secondary_filters_id,446,0,0.0,5,446,True,conservar,Nulidad manejable o columna relevante.,54731069 | 54731069 | 54731070
bcn_turismo_limpio.csv,secondary_filters_name,446,0,0.0,5,0,False,conservar,Nulidad manejable o columna relevante.,Hotels 4 estr. | Hotels 4 estr. | Hotels 3 estr.
bcn_turismo_limpio.csv,secondary_filters_tree,446,0,0.0,1,446,False,conservar,Nulidad manejable o columna relevante.,651 | 651 | 651
bcn_turismo_limpio.csv,variable_iseu,446,0,0.0,1,0,True,conservar,Nulidad manejable o columna relevante.,Turismo (nº visitantes) | Turismo (nº visitantes) | Turismo (nº visitantes)
bcn_zonas_verdes_limpio.csv,adreca,33389,0,0.0,605,0,False,conservar,Nulidad manejable o columna relevante.,"Pg Fabra i Puig, 450 | Pg Fabra i Puig, 450 | Pg Fabra i Puig, 450"
bcn_zonas_verdes_limpio.csv,cat_especie_id,33389,0,0.0,383,33389,True,conservar,Nulidad manejable o columna relevante.,152 | 2336 | 2336
bcn_zonas_verdes_limpio.csv,cat_nom_cientific,33389,0,0.0,383,0,False,conservar,Nulidad manejable o columna relevante.,Populus nigra 'Italica' | Fraxinus angustifolia 'Raywood' | Fraxinus angustifolia 'Raywood'
bcn_zonas_verdes_limpio.csv,codi,33389,0,0.0,33389,0,True,conservar,Nulidad manejable o columna relevante.,0000024AR | 0000025AR | 0000028AR
bcn_zonas_verdes_limpio.csv,codi_barri,33389,0,0.0,52,33389,True,conservar,Nulidad manejable o columna relevante.,48 | 48 | 48
bcn_zonas_verdes_limpio.csv,codi_districte,33389,0,0.0,10,33389,True,conservar,Nulidad manejable o columna relevante.,8 | 8 | 8
bcn_zonas_verdes_limpio.csv,dataset_key,33389,0,0.0,1,0,True,conservar,Nulidad manejable o columna relevante.,bcn_zonas_verdes | bcn_zonas_verdes | bcn_zonas_verdes
bcn_zonas_verdes_limpio.csv,extraido_en,33389,0,0.0,1,0,True,conservar,Nulidad manejable o columna relevante.,2026-05-14T00:49:16 | 2026-05-14T00:49:16 | 2026-05-14T00:49:16
bcn_zonas_verdes_limpio.csv,geom,33389,0,0.0,33359,0,True,conservar,Nulidad manejable o columna relevante.,POINT (430266.320389286 4587634.30999226) | POINT (430270.561661092 4587637.99844993) | POINT (430278.452565526 4587643.70285161)
bcn_zonas_verdes_limpio.csv,latitud,33389,0,0.0,32205,33389,True,conservar,Nulidad manejable o columna relevante.,41.437253 | 41.4372866 | 41.4373386
bcn_zonas_verdes_limpio.csv,longitud,33389,0,0.0,32528,33389,True,conservar,Nulidad manejable o columna relevante.,2.1653025 | 2.1653528 | 2.1654466
bcn_zonas_verdes_limpio.csv,nom_barri,33389,0,0.0,52,0,True,conservar,Nulidad manejable o columna relevante.,LA GUINEUETA | LA GUINEUETA | LA GUINEUETA
bcn_zonas_verdes_limpio.csv,nom_districte,33389,0,0.0,10,0,True,conservar,Nulidad manejable o columna relevante.,NOU BARRIS | NOU BARRIS | NOU BARRIS
bcn_zonas_verdes_limpio.csv,tipus_element,33389,0,0.0,2,0,False,conservar,Nulidad manejable o columna relevante.,ARBRE PARC | ARBRE PARC | ARBRE PARC
bcn_zonas_verdes_limpio.csv,variable_iseu,33389,0,0.0,1,0,True,conservar,Nulidad manejable o columna relevante.,Zonas verdes por habitante | Zonas verdes por habitante | Zonas verdes por habitante
bcn_zonas_verdes_limpio.csv,x_etrs89,33389,0,0.0,33081,33389,False,conservar,Nulidad manejable o columna relevante.,430266.32 | 430270.562 | 430278.453
bcn_zonas_verdes_limpio.csv,y_etrs89,33389,0,0.0,33097,33389,False,conservar,Nulidad manejable o columna relevante.,4587634.31 | 4587637.998 | 4587643.703
idescat_limpio.csv,actualizado,13,0,0.0,7,0,False,conservar,Nulidad manejable o columna relevante.,2026-02-25T11:00:00+00:00 | 2025-05-07T10:00:00+00:00 | 2025-12-11T11:00:00+00:00
idescat_limpio.csv,barcelona,13,0,0.0,13,13,True,conservar,Nulidad manejable o columna relevante.,1713247.0 | 15.91 | 73729.4
idescat_limpio.csv,catalunya,13,0,0.0,13,13,False,conservar,Nulidad manejable o columna relevante.,8124126.0 | 13.87 | 204236.1
idescat_limpio.csv,clave_config,13,0,0.0,13,0,False,conservar,Nulidad manejable o columna relevante.,poblacion | crecimiento_poblacion | vab_servicios
idescat_limpio.csv,columnas,13,0,0.0,1,0,False,revisar_constante,Columna casi constante; puede no aportar variabilidad.,"['Barcelona', 'Barcelonès', 'Catalunya'] | ['Barcelona', 'Barcelonès', 'Catalunya'] | ['Barcelona', 'Barcelonès', 'Catalunya']"
idescat_limpio.csv,comarca,13,0,0.0,13,13,False,conservar,Nulidad manejable o columna relevante.,2398280.0 | 18.51 | 85588.4
idescat_limpio.csv,extraido_en,13,0,0.0,1,0,True,conservar,Nulidad manejable o columna relevante.,2026-05-14T00:51:43 | 2026-05-14T00:51:43 | 2026-05-14T00:51:43
idescat_limpio.csv,fuente_idescat,13,0,0.0,7,0,True,conservar,Nulidad manejable o columna relevante.,"Idescat, a partir del Cens de població anual de l'INE. | Idescat. Indicadors demogràfics. | Idescat."
idescat_limpio.csv,indicador_id,13,0,0.0,13,0,True,conservar,Nulidad manejable o columna relevante.,f171 | f53 | f197
idescat_limpio.csv,nombre,13,0,0.0,11,0,False,conservar,Nulidad manejable o columna relevante.,Total | Creixement total | Serveis
idescat_limpio.csv,referencia,13,0,0.0,4,8,False,conservar,Nulidad manejable o columna relevante.,2025 | 2024 | 2023 (p)
idescat_limpio.csv,valores_raw,13,0,0.0,13,0,True,conservar,Nulidad manejable o columna relevante.,"1713247,2398280,8124126 | 15.91,18.51,13.87 | 73729.4,85588.4,204236.1"
idescat_limpio.csv,variable_iseu,13,0,0.0,10,0,True,conservar,Nulidad manejable o columna relevante.,Población | Crecimiento población | PIB regional
indicadores_limpios.csv,dataset,254017,0,0.0,28,0,True,conservar,Nulidad manejable o columna relevante.,ipc_general_barcelona | ipc_general_barcelona | ipc_general_barcelona
indicadores_limpios.csv,geo,254017,0,0.0,9799,1068,True,conservar,Nulidad manejable o columna relevante.,España | España | España
indicadores_limpios.csv,metric,254017,0,0.0,27,0,False,conservar,Nulidad manejable o columna relevante.,Nacional. Índice general. Índice. | Nacional. Índice general. Índice. | Nacional. Índice general. Índice.
indicadores_limpios.csv,notes,254017,0,0.0,8,0,False,conservar,Nulidad manejable o columna relevante.,Serie INE normalizada desde API Tempus. | Serie INE normalizada desde API Tempus. | Serie INE normalizada desde API Tempus.
indicadores_limpios.csv,period,254016,1,0.0,56949,1076,True,conservar,Nulidad manejable o columna relevante.,2005-12-31 | 2006-01-31 | 2006-02-28
indicadores_limpios.csv,quality,254017,0,0.0,2,0,False,conservar,Nulidad manejable o columna relevante.,media | media | media
indicadores_limpios.csv,raw_file,254017,0,0.0,9,0,False,conservar,Nulidad manejable o columna relevante.,api_clients\data\ine\ine_raw.csv | api_clients\data\ine\ine_raw.csv | api_clients\data\ine\ine_raw.csv
indicadores_limpios.csv,source,254017,0,0.0,6,0,False,conservar,Nulidad manejable o columna relevante.,INE | INE | INE
indicadores_limpios.csv,value,254017,0,0.0,23914,254017,True,conservar,Nulidad manejable o columna relevante.,79.234 | 79.272 | 79.833
indicadores_limpios.csv,variable,254017,0,0.0,23,0,True,conservar,Nulidad manejable o columna relevante.,Índice general IPC | Índice general IPC | Índice general IPC
ine_limpio.csv,clave_config,1059,0,0.0,8,0,False,conservar,Nulidad manejable o columna relevante.,ipc_general_barcelona | ipc_general_barcelona | ipc_general_barcelona
ine_limpio.csv,extraido_en,1059,0,0.0,4,0,True,conservar,Nulidad manejable o columna relevante.,2026-05-14T00:48:52 | 2026-05-14T00:48:52 | 2026-05-14T00:48:52
ine_limpio.csv,fuente,1059,0,0.0,1,0,True,conservar,Nulidad manejable o columna relevante.,INE | INE | INE
ine_limpio.csv,nombre,1059,0,0.0,8,0,False,conservar,Nulidad manejable o columna relevante.,Nacional. Índice general. Índice. | Nacional. Índice general. Índice. | Nacional. Índice general. Índice.
ine_limpio.csv,serie_id,1059,0,0.0,8,0,True,conservar,Nulidad manejable o columna relevante.,IPC251852 | IPC251852 | IPC251852
ine_limpio.csv,valor,1059,0,0.0,862,1059,True,conservar,Nulidad manejable o columna relevante.,79.234 | 79.272 | 79.833
ine_limpio.csv,variable_iseu,1059,0,0.0,8,0,True,conservar,Nulidad manejable o columna relevante.,Índice general IPC | Índice general IPC | Índice general IPC
mitma_precio_m2_vivienda_limpio.csv,anio,24366,0,0.0,21,24366,True,conservar,Nulidad manejable o columna relevante.,2005 | 2005 | 2005
mitma_precio_m2_vivienda_limpio.csv,extraido_en,24366,0,0.0,24,0,True,conservar,Nulidad manejable o columna relevante.,2026-05-14T00:57:04 | 2026-05-14T00:57:04 | 2026-05-14T00:57:04
mitma_precio_m2_vivienda_limpio.csv,fuente,24366,0,0.0,1,0,True,conservar,Nulidad manejable o columna relevante.,MITMA/MIVAU | MITMA/MIVAU | MITMA/MIVAU
mitma_precio_m2_vivienda_limpio.csv,municipio,24366,0,0.0,306,0,True,conservar,Nulidad manejable o columna relevante.,Almería | Roquetas de Mar | Ejido (El)
mitma_precio_m2_vivienda_limpio.csv,periodo,24366,0,0.0,84,0,True,conservar,Nulidad manejable o columna relevante.,2005-T1 | 2005-T1 | 2005-T1
mitma_precio_m2_vivienda_limpio.csv,provincia,24366,0,0.0,54,0,True,conservar,Nulidad manejable o columna relevante.,Almería | Almería | Almería
mitma_precio_m2_vivienda_limpio.csv,tasaciones,24366,0,0.0,1682,24366,False,conservar,Nulidad manejable o columna relevante.,867.0 | 773.0 | 513.0
mitma_precio_m2_vivienda_limpio.csv,trimestre,24366,0,0.0,4,24366,True,conservar,Nulidad manejable o columna relevante.,1 | 1 | 1
mitma_precio_m2_vivienda_limpio.csv,variable_iseu,24366,0,0.0,1,0,True,conservar,Nulidad manejable o columna relevante.,Precio vivienda m2 | Precio vivienda m2 | Precio vivienda m2
ree_demanda_limpio.csv,concepto,29,0,0.0,1,0,False,revisar_constante,Columna casi constante; puede no aportar variabilidad.,Demanda | Demanda | Demanda
ree_demanda_limpio.csv,extraido_en,29,0,0.0,28,0,True,conservar,Nulidad manejable o columna relevante.,2026-05-14T00:51:04 | 2026-05-14T00:51:06 | 2026-05-14T00:51:07
ree_demanda_limpio.csv,fecha,29,0,0.0,29,0,True,conservar,Nulidad manejable o columna relevante.,2023-12-31 23:00:00+00:00 | 2024-01-31 23:00:00+00:00 | 2024-02-29 23:00:00+00:00
ree_demanda_limpio.csv,valor_mwh,29,0,0.0,29,29,True,conservar,Nulidad manejable o columna relevante.,22353571.734 | 20335524.431 | 20714646.058
ree_demanda_limpio.csv,variable_iseu,29,0,0.0,1,0,True,conservar,Nulidad manejable o columna relevante.,Consumo eléctrico industrial | Consumo eléctrico industrial | Consumo eléctrico industrial
ree_precios_limpio.csv,concepto,77323,0,0.0,2,0,False,conservar,Nulidad manejable o columna relevante.,PVPC | PVPC | PVPC
ree_precios_limpio.csv,extraido_en,77323,0,0.0,27,0,True,conservar,Nulidad manejable o columna relevante.,2026-05-14T00:50:10 | 2026-05-14T00:50:10 | 2026-05-14T00:50:10
ree_precios_limpio.csv,fecha,77323,0,0.0,56588,0,True,conservar,Nulidad manejable o columna relevante.,2023-12-31 23:00:00+00:00 | 2024-01-01 00:00:00+00:00 | 2024-01-01 01:00:00+00:00
ree_precios_limpio.csv,tipo,77323,0,0.0,2,0,False,conservar,Nulidad manejable o columna relevante.,PVPC | PVPC | PVPC
ree_precios_limpio.csv,valor_eur_mwh,77323,0,0.0,17822,77323,True,conservar,Nulidad manejable o columna relevante.,123.83 | 111.11 | 110.77
ree_precios_limpio.csv,variable_iseu,77323,0,0.0,1,0,True,conservar,Nulidad manejable o columna relevante.,Precio electricidad | Precio electricidad | Precio electricidad
sepe_contratos_limpio.csv,anio,97538,0,0.0,2,97538,True,conservar,Nulidad manejable o columna relevante.,2025 | 2025 | 2025
sepe_contratos_limpio.csv,contiene_valores_censurados,97538,0,0.0,2,97538,True,conservar,Nulidad manejable o columna relevante.,True | False | True
sepe_contratos_limpio.csv,es_total_provincia,97538,0,0.0,2,97538,True,conservar,Nulidad manejable o columna relevante.,False | False | False
sepe_contratos_limpio.csv,extraido_en,97538,0,0.0,12,0,True,conservar,Nulidad manejable o columna relevante.,2026-05-14T00:51:47 | 2026-05-14T00:51:47 | 2026-05-14T00:51:47
sepe_contratos_limpio.csv,fuente,97538,0,0.0,1,0,True,conservar,Nulidad manejable o columna relevante.,SEPE | SEPE | SEPE
sepe_contratos_limpio.csv,mes,97538,0,0.0,12,97538,True,conservar,Nulidad manejable o columna relevante.,5 | 5 | 5
sepe_contratos_limpio.csv,municipio,97538,0,0.0,8130,0,True,conservar,Nulidad manejable o columna relevante.,ABEGONDO | AMES | ARANGA
sepe_contratos_limpio.csv,periodo,97538,0,0.0,12,0,True,conservar,Nulidad manejable o columna relevante.,2025-05 | 2025-05 | 2025-05
sepe_contratos_limpio.csv,provincia,97538,0,0.0,58,0,True,conservar,Nulidad manejable o columna relevante.,A Coruña | A Coruña | A Coruña
sepe_contratos_limpio.csv,tipo,97538,0,0.0,1,0,False,revisar_constante,Columna casi constante; puede no aportar variabilidad.,contratos | contratos | contratos
sepe_contratos_limpio.csv,url_fuente,97538,0,0.0,12,0,True,conservar,Nulidad manejable o columna relevante.,https://www.sepe.es/HomeSepe/dam/jcr:1908d5f0-0f79-4869-b2bc-1054a5fee94c/ESTADISTICA_MUNICIPIOS.xls | https://www.sepe.es/HomeSepe/dam/jcr:1908d5f0-0f79-4869-b2bc-1054a5fee94c/ESTADISTICA_MUNICIPIOS.xls | https://www.sepe.es/HomeSepe/dam/jcr:1908d5f0-0f79-4869-b2bc-1054a5fee94c/ESTADISTICA_MUNICIPIOS.xls
sepe_paro_limpio.csv,anio,98156,0,0.0,2,98156,True,conservar,Nulidad manejable o columna relevante.,2025 | 2025 | 2025
sepe_paro_limpio.csv,contiene_valores_censurados,98156,0,0.0,2,98156,True,conservar,Nulidad manejable o columna relevante.,True | False | True
sepe_paro_limpio.csv,es_total_provincia,98156,0,0.0,2,98156,True,conservar,Nulidad manejable o columna relevante.,False | False | False
sepe_paro_limpio.csv,extraido_en,98156,0,0.0,12,0,True,conservar,Nulidad manejable o columna relevante.,2026-05-14T00:51:47 | 2026-05-14T00:51:47 | 2026-05-14T00:51:47
sepe_paro_limpio.csv,fuente,98156,0,0.0,1,0,True,conservar,Nulidad manejable o columna relevante.,SEPE | SEPE | SEPE
sepe_paro_limpio.csv,mes,98156,0,0.0,12,98156,True,conservar,Nulidad manejable o columna relevante.,5 | 5 | 5
sepe_paro_limpio.csv,municipio,98156,0,0.0,8130,0,True,conservar,Nulidad manejable o columna relevante.,ABEGONDO | AMES | ARANGA
sepe_paro_limpio.csv,periodo,98156,0,0.0,12,0,True,conservar,Nulidad manejable o columna relevante.,2025-05 | 2025-05 | 2025-05
sepe_paro_limpio.csv,provincia,98156,0,0.0,58,0,True,conservar,Nulidad manejable o columna relevante.,A Coruña | A Coruña | A Coruña
sepe_paro_limpio.csv,tipo,98156,0,0.0,1,0,False,revisar_constante,Columna casi constante; puede no aportar variabilidad.,paro | paro | paro
sepe_paro_limpio.csv,url_fuente,98156,0,0.0,12,0,True,conservar,Nulidad manejable o columna relevante.,https://www.sepe.es/HomeSepe/dam/jcr:1908d5f0-0f79-4869-b2bc-1054a5fee94c/ESTADISTICA_MUNICIPIOS.xls | https://www.sepe.es/HomeSepe/dam/jcr:1908d5f0-0f79-4869-b2bc-1054a5fee94c/ESTADISTICA_MUNICIPIOS.xls | https://www.sepe.es/HomeSepe/dam/jcr:1908d5f0-0f79-4869-b2bc-1054a5fee94c/ESTADISTICA_MUNICIPIOS.xls
