dataset,column,dtype,non_null,nulls,null_pct,unique,numeric_non_null,sample
bcn_zonas_verdes_limpio.csv,cat_nom_cientific,str,33389,0,0.0,383,0,Populus nigra 'Italica' | Fraxinus angustifolia 'Raywood' | Fraxinus angustifolia 'Raywood'
bcn_zonas_verdes_limpio.csv,cat_nom_castella,str,33036,353,0.0106,326,0,Chopo lombardo | - | -
bcn_zonas_verdes_limpio.csv,cat_nom_catala,str,33002,387,0.0116,315,0,Pollancre gavatx | - | -
bcn_zonas_verdes_limpio.csv,categoria_arbrat,str,33323,66,0.002,4,0,SEGONA | PRIMERA | PRIMERA
bcn_zonas_verdes_limpio.csv,data_plantacio,str,2019,31370,0.9395,340,0,2015-04-14 | 2026-03-30 | 2026-03-16
bcn_zonas_verdes_limpio.csv,tipus_reg,str,33387,2,0.0001,9,0,GOTEIG AVARIAT | GOTEIG AVARIAT | GOTEIG AVARIAT
bcn_zonas_verdes_limpio.csv,geom,str,33389,0,0.0,33359,0,POINT (430266.320389286 4587634.30999226) | POINT (430270.561661092 4587637.99844993) | POINT (430278.452565526 4587643.70285161)
bcn_zonas_verdes_limpio.csv,codi_barri,int64,33389,0,0.0,52,33389,48 | 48 | 48
bcn_zonas_verdes_limpio.csv,nom_barri,str,33389,0,0.0,52,0,LA GUINEUETA | LA GUINEUETA | LA GUINEUETA
bcn_zonas_verdes_limpio.csv,codi_districte,int64,33389,0,0.0,10,33389,8 | 8 | 8
bcn_zonas_verdes_limpio.csv,nom_districte,str,33389,0,0.0,10,0,NOU BARRIS | NOU BARRIS | NOU BARRIS
bcn_zonas_verdes_limpio.csv,variable_iseu,str,33389,0,0.0,1,0,Zonas verdes por habitante | Zonas verdes por habitante | Zonas verdes por habitante
bcn_zonas_verdes_limpio.csv,dataset_key,str,33389,0,0.0,1,0,bcn_zonas_verdes | bcn_zonas_verdes | bcn_zonas_verdes
bcn_zonas_verdes_limpio.csv,extraido_en,str,33389,0,0.0,1,0,2026-05-14T00:49:16 | 2026-05-14T00:49:16 | 2026-05-14T00:49:16
idescat_limpio.csv,indicador_id,str,13,0,0.0,13,0,f171 | f53 | f197
idescat_limpio.csv,nombre,str,13,0,0.0,11,0,Total | Creixement total | Serveis
idescat_limpio.csv,valores_raw,str,13,0,0.0,13,0,"1713247,2398280,8124126 | 15.91,18.51,13.87 | 73729.4,85588.4,204236.1"
idescat_limpio.csv,barcelona,float64,13,0,0.0,13,13,1713247.0 | 15.91 | 73729.4
idescat_limpio.csv,comarca,float64,13,0,0.0,13,13,2398280.0 | 18.51 | 85588.4
idescat_limpio.csv,catalunya,float64,13,0,0.0,13,13,8124126.0 | 13.87 | 204236.1
idescat_limpio.csv,columnas,str,13,0,0.0,1,0,"['Barcelona', 'Barcelonès', 'Catalunya'] | ['Barcelona', 'Barcelonès', 'Catalunya'] | ['Barcelona', 'Barcelonès', 'Catalunya']"
idescat_limpio.csv,referencia,str,13,0,0.0,4,8,2025 | 2024 | 2023 (p)
idescat_limpio.csv,fuente_idescat,str,13,0,0.0,7,0,"Idescat, a partir del Cens de població anual de l'INE. | Idescat. Indicadors demogràfics. | Idescat."
idescat_limpio.csv,actualizado,str,13,0,0.0,7,0,2026-02-25T11:00:00+00:00 | 2025-05-07T10:00:00+00:00 | 2025-12-11T11:00:00+00:00
idescat_limpio.csv,extraido_en,str,13,0,0.0,1,0,2026-05-14T00:51:43 | 2026-05-14T00:51:43 | 2026-05-14T00:51:43
idescat_limpio.csv,variable_iseu,str,13,0,0.0,10,0,Población | Crecimiento población | PIB regional
idescat_limpio.csv,clave_config,str,13,0,0.0,13,0,poblacion | crecimiento_poblacion | vab_servicios
indicadores_limpios.csv,source,str,254017,0,0.0,6,0,INE | INE | INE
indicadores_limpios.csv,dataset,str,254017,0,0.0,28,0,ipc_general_barcelona | ipc_general_barcelona | ipc_general_barcelona
indicadores_limpios.csv,variable,str,254017,0,0.0,23,0,Índice general IPC | Índice general IPC | Índice general IPC
indicadores_limpios.csv,metric,str,254017,0,0.0,27,0,Nacional. Índice general. Índice. | Nacional. Índice general. Índice. | Nacional. Índice general. Índice.
indicadores_limpios.csv,geo,str,254017,0,0.0,9799,1068,España | España | España
indicadores_limpios.csv,period,str,254016,1,0.0,56949,1076,2005-12-31 | 2006-01-31 | 2006-02-28
indicadores_limpios.csv,value,float64,254017,0,0.0,23914,254017,79.234 | 79.272 | 79.833
indicadores_limpios.csv,unit,str,250891,3126,0.0123,6,0,EUR/MWh | EUR/MWh | EUR/MWh
indicadores_limpios.csv,quality,str,254017,0,0.0,2,0,media | media | media
indicadores_limpios.csv,notes,str,254017,0,0.0,8,0,Serie INE normalizada desde API Tempus. | Serie INE normalizada desde API Tempus. | Serie INE normalizada desde API Tempus.
indicadores_limpios.csv,raw_file,str,254017,0,0.0,9,0,api_clients\data\ine\ine_raw.csv | api_clients\data\ine\ine_raw.csv | api_clients\data\ine\ine_raw.csv
indicadores_limpios.csv,extracted_at,str,251963,2054,0.0081,95,0,2026-05-14T00:48:52 | 2026-05-14T00:48:52 | 2026-05-14T00:48:52
ine_limpio.csv,serie_id,str,1059,0,0.0,8,0,IPC251852 | IPC251852 | IPC251852
ine_limpio.csv,fecha,str,1058,1,0.0009,259,0,2005-12-31 23:00:00 | 2006-01-31 23:00:00 | 2006-02-28 23:00:00
ine_limpio.csv,valor,float64,1059,0,0.0,862,1059,79.234 | 79.272 | 79.833
ine_limpio.csv,nombre,str,1059,0,0.0,8,0,Nacional. Índice general. Índice. | Nacional. Índice general. Índice. | Nacional. Índice general. Índice.
ine_limpio.csv,unidad,float64,0,1059,1.0,0,0,
ine_limpio.csv,extraido_en,str,1059,0,0.0,4,0,2026-05-14T00:48:52 | 2026-05-14T00:48:52 | 2026-05-14T00:48:52
ine_limpio.csv,variable_iseu,str,1059,0,0.0,8,0,Índice general IPC | Índice general IPC | Índice general IPC
ine_limpio.csv,clave_config,str,1059,0,0.0,8,0,ipc_general_barcelona | ipc_general_barcelona | ipc_general_barcelona
ine_limpio.csv,fuente,str,1059,0,0.0,1,0,INE | INE | INE
mitma_precio_m2_vivienda_limpio.csv,periodo,str,24366,0,0.0,84,0,2005-T1 | 2005-T1 | 2005-T1
mitma_precio_m2_vivienda_limpio.csv,anio,int64,24366,0,0.0,21,24366,2005 | 2005 | 2005
mitma_precio_m2_vivienda_limpio.csv,trimestre,int64,24366,0,0.0,4,24366,1 | 1 | 1
mitma_precio_m2_vivienda_limpio.csv,provincia,str,24366,0,0.0,54,0,Almería | Almería | Almería
mitma_precio_m2_vivienda_limpio.csv,municipio,str,24366,0,0.0,306,0,Almería | Roquetas de Mar | Ejido (El)
mitma_precio_m2_vivienda_limpio.csv,precio_m2_eur,float64,24249,117,0.0048,14907,24249,1477.4 | 1484.0 | 1145.8
mitma_precio_m2_vivienda_limpio.csv,tasaciones,float64,24366,0,0.0,1682,24366,867.0 | 773.0 | 513.0
mitma_precio_m2_vivienda_limpio.csv,fuente,str,24366,0,0.0,1,0,MITMA/MIVAU | MITMA/MIVAU | MITMA/MIVAU
mitma_precio_m2_vivienda_limpio.csv,variable_iseu,str,24366,0,0.0,1,0,Precio vivienda m2 | Precio vivienda m2 | Precio vivienda m2
mitma_precio_m2_vivienda_limpio.csv,extraido_en,str,24366,0,0.0,24,0,2026-05-14T00:57:04 | 2026-05-14T00:57:04 | 2026-05-14T00:57:04
ree_demanda_limpio.csv,fecha,str,29,0,0.0,29,0,2023-12-31 23:00:00+00:00 | 2024-01-31 23:00:00+00:00 | 2024-02-29 23:00:00+00:00
ree_demanda_limpio.csv,valor_mwh,float64,29,0,0.0,29,29,22353571.734 | 20335524.431 | 20714646.058
ree_demanda_limpio.csv,concepto,str,29,0,0.0,1,0,Demanda | Demanda | Demanda
ree_demanda_limpio.csv,variable_iseu,str,29,0,0.0,1,0,Consumo eléctrico industrial | Consumo eléctrico industrial | Consumo eléctrico industrial
ree_demanda_limpio.csv,extraido_en,str,29,0,0.0,28,0,2026-05-14T00:51:04 | 2026-05-14T00:51:06 | 2026-05-14T00:51:07
ree_precios_limpio.csv,fecha,str,77323,0,0.0,56588,0,2023-12-31 23:00:00+00:00 | 2024-01-01 00:00:00+00:00 | 2024-01-01 01:00:00+00:00
ree_precios_limpio.csv,valor_eur_mwh,float64,77323,0,0.0,17822,77323,123.83 | 111.11 | 110.77
ree_precios_limpio.csv,concepto,str,77323,0,0.0,2,0,PVPC | PVPC | PVPC
ree_precios_limpio.csv,tipo,str,77323,0,0.0,2,0,PVPC | PVPC | PVPC
ree_precios_limpio.csv,variable_iseu,str,77323,0,0.0,1,0,Precio electricidad | Precio electricidad | Precio electricidad
ree_precios_limpio.csv,extraido_en,str,77323,0,0.0,27,0,2026-05-14T00:50:10 | 2026-05-14T00:50:10 | 2026-05-14T00:50:10
sepe_contratos_limpio.csv,codigo_municipio,float64,96923,615,0.0063,8135,96923,15001.0 | 15002.0 | 15003.0
sepe_contratos_limpio.csv,municipio,str,97538,0,0.0,8130,0,ABEGONDO | AMES | ARANGA
sepe_contratos_limpio.csv,contratos_total,float64,78643,18895,0.1937,3239,78643,292.0 | 817.0 | 15.0
sepe_contratos_limpio.csv,hombres_indefinido_inicial,float64,72651,24887,0.2552,1706,72651,19.0 | 69.0 | 2.5
sepe_contratos_limpio.csv,hombres_temporal_inicial,float64,72651,24887,0.2552,1980,72651,159.0 | 305.0 | 7.0
sepe_contratos_limpio.csv,hombres_indefinido_convertido,float64,72651,24887,0.2552,486,72651,7.0 | 6.0 | 0.0
sepe_contratos_limpio.csv,mujeres_indefinido_inicial,float64,68786,28752,0.2948,1518,68786,17.0 | 80.0 | 2.5
sepe_contratos_limpio.csv,mujeres_temporal_inicial,float64,68786,28752,0.2948,1972,68786,87.0 | 348.0 | 0.0
sepe_contratos_limpio.csv,mujeres_indefinido_convertido,float64,68786,28752,0.2948,465,68786,2.5 | 9.0 | 0.0
sepe_contratos_limpio.csv,sector_agricultura,float64,41852,55686,0.5709,1229,41852,11.0 | 6.0 | 2.5
sepe_contratos_limpio.csv,sector_industria,float64,40809,56729,0.5816,1338,40809,83.0 | 13.0 | 2.5
sepe_contratos_limpio.csv,sector_construccion,float64,39456,58082,0.5955,882,39456,19.0 | 12.0 | 51.0
sepe_contratos_limpio.csv,sector_servicios,float64,72659,24879,0.2551,2844,72659,179.0 | 786.0 | 11.0
sepe_contratos_limpio.csv,tipo,str,97538,0,0.0,1,0,contratos | contratos | contratos
sepe_contratos_limpio.csv,provincia,str,97538,0,0.0,58,0,A Coruña | A Coruña | A Coruña
sepe_contratos_limpio.csv,periodo,str,97538,0,0.0,12,0,2025-05 | 2025-05 | 2025-05
sepe_contratos_limpio.csv,anio,int64,97538,0,0.0,2,97538,2025 | 2025 | 2025
sepe_contratos_limpio.csv,mes,int64,97538,0,0.0,12,97538,5 | 5 | 5
sepe_contratos_limpio.csv,es_total_provincia,bool,97538,0,0.0,2,97538,False | False | False
sepe_contratos_limpio.csv,contiene_valores_censurados,bool,97538,0,0.0,2,97538,True | False | True
sepe_contratos_limpio.csv,fuente,str,97538,0,0.0,1,0,SEPE | SEPE | SEPE
sepe_contratos_limpio.csv,url_fuente,str,97538,0,0.0,12,0,https://www.sepe.es/HomeSepe/dam/jcr:1908d5f0-0f79-4869-b2bc-1054a5fee94c/ESTADISTICA_MUNICIPIOS.xls | https://www.sepe.es/HomeSepe/dam/jcr:1908d5f0-0f79-4869-b2bc-1054a5fee94c/ESTADISTICA_MUNICIPIOS.xls | https://www.sepe.es/HomeSepe/dam/jcr:1908d5f0-0f79-4869-b2bc-1054a5fee94c/ESTADISTICA_MUNICIPIOS.xls
sepe_contratos_limpio.csv,extraido_en,str,97538,0,0.0,12,0,2026-05-14T00:51:47 | 2026-05-14T00:51:47 | 2026-05-14T00:51:47
sepe_paro_limpio.csv,codigo_municipio,float64,97533,623,0.0063,8135,97533,15001.0 | 15002.0 | 15003.0
sepe_paro_limpio.csv,municipio,str,98156,0,0.0,8130,0,ABEGONDO | AMES | ARANGA
sepe_paro_limpio.csv,paro_total,float64,94982,3174,0.0323,4393,94982,161.0 | 1132.0 | 35.0
sepe_paro_limpio.csv,hombres_menor_25,float64,63158,34998,0.3566,1070,63158,2.5 | 27.0 | 0.0
sepe_paro_limpio.csv,hombres_25_44,float64,79420,18736,0.1909,1815,79420,24.0 | 143.0 | 5.0
sepe_paro_limpio.csv,hombres_45_mas,float64,88783,9373,0.0955,2270,88783,42.0 | 260.0 | 10.0
sepe_paro_limpio.csv,mujeres_menor_25,float64,60184,37972,0.3869,1027,60184,0.0 | 35.0 | 2.5
sepe_paro_limpio.csv,mujeres_25_44,float64,81018,17138,0.1746,2255,81018,25.0 | 258.0 | 6.0
sepe_paro_limpio.csv,mujeres_45_mas,float64,89026,9130,0.093,2822,89026,68.0 | 409.0 | 13.0
sepe_paro_limpio.csv,sector_agricultura,float64,68948,29208,0.2976,941,68948,5.0 | 21.0 | 0.0
sepe_paro_limpio.csv,sector_industria,float64,72069,26087,0.2658,1409,72069,26.0 | 79.0 | 0.0
sepe_paro_limpio.csv,sector_construccion,float64,67138,31018,0.316,1400,67138,8.0 | 56.0 | 2.5
sepe_paro_limpio.csv,sector_servicios,float64,93723,4433,0.0452,3818,93723,117.0 | 876.0 | 30.0
sepe_paro_limpio.csv,sin_empleo_anterior,float64,63150,35006,0.3566,1631,63150,5.0 | 100.0 | 2.5
sepe_paro_limpio.csv,tipo,str,98156,0,0.0,1,0,paro | paro | paro
sepe_paro_limpio.csv,provincia,str,98156,0,0.0,58,0,A Coruña | A Coruña | A Coruña
sepe_paro_limpio.csv,periodo,str,98156,0,0.0,12,0,2025-05 | 2025-05 | 2025-05
sepe_paro_limpio.csv,anio,int64,98156,0,0.0,2,98156,2025 | 2025 | 2025
sepe_paro_limpio.csv,mes,int64,98156,0,0.0,12,98156,5 | 5 | 5
sepe_paro_limpio.csv,es_total_provincia,bool,98156,0,0.0,2,98156,False | False | False
sepe_paro_limpio.csv,contiene_valores_censurados,bool,98156,0,0.0,2,98156,True | False | True
sepe_paro_limpio.csv,fuente,str,98156,0,0.0,1,0,SEPE | SEPE | SEPE
sepe_paro_limpio.csv,url_fuente,str,98156,0,0.0,12,0,https://www.sepe.es/HomeSepe/dam/jcr:1908d5f0-0f79-4869-b2bc-1054a5fee94c/ESTADISTICA_MUNICIPIOS.xls | https://www.sepe.es/HomeSepe/dam/jcr:1908d5f0-0f79-4869-b2bc-1054a5fee94c/ESTADISTICA_MUNICIPIOS.xls | https://www.sepe.es/HomeSepe/dam/jcr:1908d5f0-0f79-4869-b2bc-1054a5fee94c/ESTADISTICA_MUNICIPIOS.xls
sepe_paro_limpio.csv,extraido_en,str,98156,0,0.0,12,0,2026-05-14T00:51:47 | 2026-05-14T00:51:47 | 2026-05-14T00:51:47
